"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","STATUS"
"ENSG00000176022.4",630.368313528158,1.05247148117981,0.133894687358645,7.86044242637279,3.82779030402516e-15,8.15940057509364e-13,"Up"
"ENSG00000160445.10",1933.73929160426,-0.895804819522798,0.114940741391801,-7.79362311984092,6.51145730146765e-15,1.36948969964468e-12,"Not Sig"
"ENSG00000130045.15",74.0434018092018,-1.9295033833321,0.248911396587704,-7.75176793744048,9.06218905829263e-15,1.88088118691458e-12,"Down"
"ENSG00000136542.8",5178.43247798563,-0.775489609095003,0.101029424681831,-7.675878701054,1.64288533791839e-14,3.36556796367852e-12,"Not Sig"
"ENSG00000074211.13",687.750517130381,-2.52044748940458,0.329612213410765,-7.64670539153711,2.0619399828807e-14,4.16987708845643e-12,"Down"
"ENSG00000106004.4",1152.58458938508,-0.783721398500688,0.102691078203907,-7.63183532793867,2.31434943275142e-14,4.62108201926846e-12,"Not Sig"
"ENSG00000175662.17",6609.75030447016,-0.731822819429131,0.0964085223618451,-7.59085194442062,3.17808925512716e-14,6.26639748879697e-12,"Not Sig"
"ENSG00000022267.16",3237.008031478,0.459846713723416,0.060996125758808,7.538949531676,4.73772265369161e-14,9.22627619004091e-12,"Not Sig"
"ENSG00000103876.11",735.606826923192,-0.917300179875449,0.121943985666813,-7.52230767970618,5.3817749073206e-14,1.03526972424482e-11,"Not Sig"
"ENSG00000169972.11",173.095173812312,1.49816659356413,0.199608926364208,7.50550900128868,6.11903658793242e-14,1.1629118450367e-11,"Up"
"ENSG00000075340.22",600.39157637884,-9.21654280573712,1.23636563189438,-7.45454464923566,9.01787341592927e-14,1.69342780074843e-11,"Down"
"ENSG00000157881.13",337.093052997779,1.12579513495417,0.151150852983236,7.44815601589114,9.46538487810652e-14,1.75655271843826e-11,"Up"
"ENSG00000139971.15",958.080535065653,0.818414676040812,0.110254019746471,7.42299172331995,1.14503934722122e-13,2.10021519337995e-11,"Not Sig"
"ENSG00000165699.13",2005.83883187904,-0.620681541568308,0.0837094000400318,-7.41471735876119,1.21884459130778e-13,2.20989133141252e-11,"Not Sig"
"ENSG00000132334.16",364.608822335335,-0.897607621133584,0.121854292252748,-7.36623720460977,1.75511416119614e-13,3.14604213394407e-11,"Not Sig"
"ENSG00000187689.9",69.6603431627481,-5.81310405351135,0.794264000311944,-7.31885626344425,2.50093295435397e-13,4.43255240696399e-11,"Down"
"ENSG00000117115.12",27.8472785310797,3.90210271135063,0.537071696617907,7.2655154533804,3.71618441593003e-13,6.5132325529867e-11,"Up"
"ENSG00000081386.12",759.833365616454,-0.810496162927741,0.112146107178947,-7.22714486767217,4.93253859211031e-13,8.5500949177965e-11,"Not Sig"
"ENSG00000115318.11",2829.10300207056,0.755849303615309,0.105106230691139,7.19128921896572,6.41823606934459e-13,1.10044843215045e-10,"Not Sig"
"ENSG00000106723.16",6306.68084122554,-0.750393116866407,0.104478701811417,-7.18225919595421,6.85687653650692e-13,1.16301473641785e-10,"Not Sig"
"ENSG00000144063.3",46.4606389106509,5.30898449792124,0.740023040271741,7.1740800069843,7.27950323316977e-13,1.20870404210547e-10,"Up"
"ENSG00000198912.10",435.457194103567,1.15365311368509,0.160788387160667,7.17497783302164,7.23189027342195e-13,1.20870404210547e-10,"Up"
"ENSG00000119421.6",1443.34698363463,-0.59872228384952,0.0836969842584165,-7.1534510968872,8.46229397836479e-13,1.39046067932006e-10,"Not Sig"
"ENSG00000204859.11",191.950594631274,1.15190089456077,0.161500588500358,7.13248728847954,9.85711830440363e-13,1.60295035189343e-10,"Up"
"ENSG00000127329.14",8111.60306028534,-1.07705293409701,0.151189838167386,-7.1238447448074,1.04957267076514e-12,1.6893836029234e-10,"Down"
"ENSG00000134762.16",3233.25810209951,2.70915541884965,0.381380946186354,7.10354160568335,1.21599718039959e-12,1.93748884077001e-10,"Up"
"ENSG00000180543.4",116.436305847371,23.950639352846,3.38370040500849,7.07823875819344,1.45998032926539e-12,2.30297297138323e-10,"Up"
"ENSG00000145147.19",605.525927441036,-2.31123269269753,0.32696136179469,-7.06882513582395,1.56250890376286e-12,2.4402985592035e-10,"Down"
"ENSG00000206432.4",26.961070054052,-4.8770366723342,0.690704389589356,-7.06096087681408,1.65355150368067e-12,2.5571687665744e-10,"Down"
"ENSG00000160087.20",905.181492011031,0.994849921943215,0.143299908503028,6.942432359768,3.85405503266725e-12,5.90231690148477e-10,"Not Sig"
"ENSG00000137936.16",4155.03802965016,0.838129446587676,0.120834786432791,6.93616028405737,4.02900458944067e-12,6.11091523017665e-10,"Not Sig"
"ENSG00000169515.5",81.7299500676992,23.4634599510767,3.3838409199273,6.93397252007366,4.09184172097015e-12,6.14711536253173e-10,"Up"
"ENSG00000125657.4",455.802516825068,0.987953952073709,0.143567440807559,6.88146244382797,5.92411940380105e-12,8.81576032788281e-10,"Not Sig"
"ENSG00000148308.17",1847.31804195419,-0.776059999334894,0.113646614982983,-6.82871196340602,8.56804054622462e-12,1.26310534183315e-09,"Not Sig"
"ENSG00000109929.9",5795.54377684666,0.926102197398491,0.135648752020049,6.82720764922046,8.65833297487279e-12,1.26459763283003e-09,"Not Sig"
"ENSG00000255874.2",161.296487060057,-1.1384006332148,0.168050254393201,-6.77416786618598,1.25124325135837e-11,1.81074413274559e-09,"Down"
"ENSG00000007372.20",274.619233472426,-1.82828897297972,0.270070502373932,-6.76967294432,1.29073839553426e-11,1.85091885919612e-09,"Down"
"ENSG00000103260.8",182.840617936543,1.22804856229239,0.181880195822233,6.75196415278037,1.4585691870814e-11,2.07274507720918e-09,"Up"
"ENSG00000085733.15",6153.96366023371,0.820194171524659,0.121929284562272,6.72680213345933,1.73432321504086e-11,2.44260842804058e-09,"Not Sig"
"ENSG00000157911.9",339.369821522649,0.856640106896294,0.128144957876127,6.6849302625264,2.31034637218304e-11,3.22507997122259e-09,"Not Sig"
"ENSG00000127054.18",1303.20983980672,1.00025328710852,0.150601219001798,6.64173433481026,3.10013376779437e-11,4.28960614501652e-09,"Up"
"ENSG00000049245.12",3177.64810003695,0.969711982665535,0.146092830940495,6.6376424936314,3.18739782338008e-11,4.37200115356499e-09,"Not Sig"
"ENSG00000064218.4",16.4383628520042,-7.48095871200482,1.12934317133366,-6.62416783657569,3.49209814122008e-11,4.74865138617289e-09,"Down"
"ENSG00000157680.15",651.169015568674,2.25276586011828,0.341494536085663,6.59678449307073,4.20170825375275e-11,5.66476461493127e-09,"Up"
"ENSG00000197410.12",99.9326917818354,4.8197778608692,0.733682458574797,6.5692968457114,5.05534145419516e-11,6.75787763546394e-09,"Up"
"ENSG00000139364.10",4045.87362247578,-1.6477672444205,0.251158743388192,-6.56066048982297,5.35699639018359e-11,7.04177175489633e-09,"Down"
"ENSG00000165548.10",167.938364696525,1.40369394889863,0.213945323459922,6.56099383804285,5.3450330056358e-11,7.04177175489633e-09,"Up"
"ENSG00000164796.17",74.2195256283869,1.61713021464789,0.247121413881779,6.54386922301082,5.99472241880209e-11,7.81493813505655e-09,"Up"
"ENSG00000148296.6",1045.56000351299,-0.709538231975959,0.108592361054894,-6.53396081532186,6.4052710230709e-11,8.28170041950167e-09,"Not Sig"
"ENSG00000081189.13",76.1882416555408,-1.59469591950574,0.244395778801343,-6.52505508616822,6.79765465314457e-11,8.71757760152053e-09,"Down"
"ENSG00000117016.9",69.4718585190248,1.83630333755963,0.281609050352143,6.52075398593687,6.9954841950472e-11,8.89893287844149e-09,"Up"
"ENSG00000049246.14",794.731661000328,1.01197283735716,0.155458949063859,6.5095823910495,7.53600131877871e-11,9.50983078419323e-09,"Up"
"ENSG00000076864.19",286.147281755238,3.7362399491871,0.576157864913672,6.4847504073331,8.88787953272926e-11,1.11267787102596e-08,"Up"
"ENSG00000148153.13",1057.97821071995,-0.889580269678602,0.137231057356004,-6.48235382586071,9.03025586826199e-11,1.12160044146429e-08,"Not Sig"
"ENSG00000197415.11",1145.24545590662,-0.978863228116178,0.151631563205558,-6.4555374054226,1.07835540365237e-10,1.32890454196972e-08,"Not Sig"
"ENSG00000011454.16",2726.98138124729,-0.727379984326178,0.112935240512271,-6.44068212036211,1.18937742824153e-10,1.44317227331399e-08,"Not Sig"
"ENSG00000100228.12",267.723522313401,-1.31783062355767,0.204576433175014,-6.44175188268276,1.1810224315074e-10,1.44317227331399e-08,"Down"
"ENSG00000162976.12",294.74182268084,1.02350442880484,0.159863505892541,6.40236446142267,1.52988925621288e-10,1.84217352118335e-08,"Up"
"ENSG00000178538.9",87.0073745242365,4.71326628457413,0.737174618362553,6.39369040546114,1.6192913180871e-10,1.93505312511408e-08,"Up"
"ENSG00000125266.6",4973.5819790512,-0.523756760155239,0.0822125358767843,-6.37076517065739,1.88087441079467e-10,2.2307453350282e-08,"Not Sig"
"ENSG00000023318.7",2327.35192969615,-0.606141469259559,0.0956641895921263,-6.33613760639068,2.35596391710963e-10,2.77335633048412e-08,"Not Sig"
"ENSG00000160563.13",1011.38158701439,-0.683314050793511,0.10806588890783,-6.32312432442318,2.56326902225111e-10,2.99503744866586e-08,"Not Sig"
"ENSG00000187189.10",1385.67135499996,-0.871773253122987,0.137957413191069,-6.31914757574928,2.63010021753868e-10,3.05052947290111e-08,"Not Sig"
"ENSG00000119396.10",4471.06694869033,-0.623868479409475,0.0989011330112213,-6.30800133845474,2.82661772093849e-10,3.25453050584553e-08,"Not Sig"
"ENSG00000136930.12",3496.84455357393,-0.637234968882347,0.101534602152219,-6.27603748254229,3.47310489048164e-10,3.96990989438097e-08,"Not Sig"
"ENSG00000171680.20",942.48852657398,1.27019020772387,0.203092959554625,6.25423062675015,3.99480317253009e-10,4.53338311104242e-08,"Up"
"ENSG00000107021.15",1575.89762476398,-0.856876916610508,0.137633085100933,-6.22580621499634,4.79085934684763e-10,5.39792966694104e-08,"Not Sig"
"ENSG00000002586.17",4178.56745216623,-1.06972198098694,0.172169119775184,-6.21320468144211,5.19147536130011e-10,5.76692481332028e-08,"Down"
"ENSGR0000002586.17",4178.56745216623,-1.06972198098694,0.172169119775184,-6.21320468144211,5.19147536130011e-10,5.76692481332028e-08,"Down"
"ENSG00000187210.12",520.430555893291,-0.747734418900035,0.120823001207992,-6.18867609167267,6.06716065204228e-10,6.69254490386818e-08,"Not Sig"
"ENSG00000176641.10",230.439937880615,-1.52035390544452,0.246487172611286,-6.16808529765622,6.91218567409757e-10,7.57172339050105e-08,"Down"
"ENSG00000067606.15",689.804508929741,1.5129227998358,0.246012698280045,6.14977523686029,7.75928257120109e-10,8.38321392315931e-08,"Up"
"ENSG00000173848.18",3516.08021680537,-0.746142755127467,0.121309535437827,-6.15073458516276,7.71248917071946e-10,8.38321392315931e-08,"Not Sig"
"ENSG00000248333.7",1241.78706811927,0.791858877330766,0.129035404677096,6.13675664684701,8.4223250983987e-10,9.03767048313885e-08,"Not Sig"
"ENSG00000196345.12",114.685711620914,1.60137783479674,0.261454210959654,6.12488828892434,9.0747252432143e-10,9.67194026935556e-08,"Up"
"ENSG00000182492.15",7015.67556844157,11.5153393468465,1.8813866129428,6.12066614465521,9.3184962715066e-10,9.86509799911041e-08,"Up"
"ENSG00000095587.8",900.380305666647,1.57018051014274,0.257427955743511,6.09949492706689,1.06404136777241e-09,1.11894590234947e-07,"Up"
"ENSG00000106069.20",18.484430305289,-3.16909427797621,0.52062316263909,-6.08711733437245,1.14961721582608e-09,1.20093125579077e-07,"Down"
"ENSG00000106771.12",3994.72088258417,-0.429531368232183,0.0705854070110949,-6.08527153728344,1.16294045019435e-09,1.20685675403722e-07,"Not Sig"
"ENSG00000124126.13",727.18398520312,-0.843576554795209,0.138780729366816,-6.07848480580848,1.21323476060943e-09,1.25082124927145e-07,"Not Sig"
"ENSG00000176049.15",251.085032232791,-1.58130639338055,0.260944456315718,-6.05993480646059,1.36176731169251e-09,1.3948388035479e-07,"Down"
"ENSG00000125378.15",2423.45603796076,-0.657410720595702,0.108568236078665,-6.05527679494915,1.40176418876901e-09,1.42654376217047e-07,"Not Sig"
"ENSG00000161955.16",102.638073738574,2.43953606620024,0.403295046238632,6.04901074028256,1.45737944719218e-09,1.47363483333394e-07,"Up"
"ENSG00000146267.11",478.988606845269,-0.804088559422489,0.133211264145588,-6.03619044215129,1.57795016245143e-09,1.5853876345547e-07,"Not Sig"
"ENSG00000116273.5",553.152118797581,1.0609656935618,0.175893955362792,6.03184851562122,1.62094692887634e-09,1.61827954785414e-07,"Up"
"ENSG00000130433.7",102.175265311634,-1.67856128283577,0.27837839776776,-6.02978282904023,1.64180152980789e-09,1.62879102711885e-07,"Down"
"ENSG00000198805.11",479.381089937717,-1.11264084393757,0.185804651903685,-5.98822921029084,2.12137965802822e-09,2.09141517035857e-07,"Down"
"ENSG00000167112.9",1467.19902147397,-0.668468103876543,0.111951046914062,-5.97107505738367,2.35695270998414e-09,2.30922807747142e-07,"Not Sig"
"ENSG00000135124.14",226.442553838954,0.93658202770188,0.157022119039918,5.96465028894294,2.45158532322118e-09,2.3871177091661e-07,"Not Sig"
"ENSG00000188986.4",1577.15315569233,-0.744186723534156,0.125550716842308,-5.92737932726306,3.07807387479932e-09,2.97874461969843e-07,"Not Sig"
"ENSG00000196739.14",1713.90417150557,-0.947306674626598,0.16015150180258,-5.91506582182633,3.3174289047726e-09,3.19080021609043e-07,"Not Sig"
"ENSG00000162413.16",562.426415868149,0.978203676355866,0.166029167621226,5.89175799873618,3.82108492487681e-09,3.65295718818223e-07,"Not Sig"
"ENSG00000165996.13",760.956149002894,0.873657107587061,0.148710609746945,5.8748808109504,4.23147686179568e-09,4.02092265168464e-07,"Not Sig"
"ENSG00000156298.12",70.6669559242018,-6.13199954832555,1.04460454372668,-5.87016358022847,4.35365363774247e-09,4.11224745399699e-07,"Down"
"ENSG00000138942.15",2839.39816595373,0.392588717476045,0.0671004354491861,5.85076258966076,4.89324262691804e-09,4.56721947911273e-07,"Not Sig"
"ENSG00000139112.10",3240.4063514048,-0.73368062981939,0.125387927534953,-5.85128603880045,4.87786495328949e-09,4.56721947911273e-07,"Not Sig"
"ENSG00000180787.5",62.0481251187508,4.8262978033237,0.825447145210347,5.84688896354935,5.008515809504e-09,4.64731343406566e-07,"Up"
"ENSG00000136869.13",1403.86314286972,-0.89939096580089,0.154262088010986,-5.8302786990465,5.53348790401225e-09,5.10439989461341e-07,"Not Sig"
"ENSG00000113282.13",4409.01836615623,0.376888206843962,0.0647196547705272,5.82339643467309,5.76635531099523e-09,5.26623942550022e-07,"Not Sig"
"ENSG00000197093.10",35.4007191961306,2.47019832174641,0.424204866733559,5.8231258419247,5.77570318632901e-09,5.26623942550022e-07,"Up"
"ENSG00000145287.10",110.23909360373,-3.44934433516868,0.593637382311601,-5.81052413130902,6.22775546957403e-09,5.61352084440348e-07,"Down"
"ENSG00000197530.12",336.772417575203,1.13605065244216,0.195509094935534,5.81073045638493,6.22008423585177e-09,5.61352084440348e-07,"Up"
"ENSG00000196597.11",202.116177773806,-0.755787669157032,0.130284812777439,-5.80104198674421,6.59040941369693e-09,5.90665443702587e-07,"Not Sig"
"ENSG00000162585.16",282.674058326785,1.1474880668842,0.197901750151213,5.79827144533802,6.70019383811132e-09,5.97112189843886e-07,"Up"
"ENSG00000178695.5",4058.96444859711,-1.20426848602015,0.208010899902995,-5.78944894994329,7.06177150619816e-09,6.25799908644774e-07,"Down"
"ENSG00000112514.15",2210.85018888028,0.455281624368828,0.07869155261521,5.78564800462239,7.22333289090846e-09,6.3654107833067e-07,"Not Sig"
"ENSG00000169598.15",134.281486390233,1.14429928878021,0.198135576938962,5.77533478065235,7.68002284055033e-09,6.7302600159356e-07,"Up"
"ENSG00000172889.15",306.171799326181,-1.56802301770536,0.271787910332638,-5.76928905993747,7.96066543505139e-09,6.93447214213629e-07,"Down"
"ENSG00000205922.4",37.322279554592,-7.20405725943702,1.24887492555405,-5.76843774506962,8.00097584549769e-09,6.93447214213629e-07,"Down"
"ENSG00000257335.8",150.986352379005,4.1045938413585,0.712073816368623,5.76428138067311,8.20065006649677e-09,7.06869148354755e-07,"Up"
"ENSG00000183808.11",1123.68366014955,-0.532886618633431,0.092564205867952,-5.7569404246132,8.56521214640897e-09,7.34280741290517e-07,"Not Sig"
"ENSG00000165219.21",2373.10415857698,-0.589935077791079,0.102734483164758,-5.74232779119534,9.33838292881914e-09,7.96235958482125e-07,"Not Sig"
"ENSG00000126883.16",2929.32959937066,-0.840109955605808,0.146398932347145,-5.73849783011886,9.55199872044394e-09,8.10071117291843e-07,"Not Sig"
"ENSG00000100473.15",83.1716143811479,-2.02696629538156,0.354063170162548,-5.72487190478183,1.03511812954054e-08,8.73152586918312e-07,"Down"
"ENSG00000118402.5",129.361585395153,-1.46946687051476,0.256859537073548,-5.72089667082909,1.0596332873931e-08,8.89077418900995e-07,"Down"
"ENSG00000101210.10",258.041494654304,2.63210641995261,0.461436972447652,5.70415154639828,1.16924017625832e-08,9.75851562978767e-07,"Up"
"ENSG00000136861.17",2468.02776018399,-0.895533383918853,0.15710863992628,-5.70008997811364,1.19744208424455e-08,9.94129022993347e-07,"Not Sig"
